date,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean
2011-06-01,5.0,6.667,1.667,0.0,27.125
2011-06-02,11.87,19.826,7.957,24.0,27.292
2011-06-03,18.333,23.0,4.667,0.0,26.958
2011-06-04,5.458,8.25,2.792,0.0,23.0
2011-06-05,4.25,4.833,0.583,0.0,24.25
2011-06-06,14.958,18.458,3.5,0.0,25.958
2011-06-07,7.792,9.708,1.917,0.0,33.167
2011-06-08,9.696,10.522,0.826,2.0,17.583
2011-06-09,7.917,11.125,3.208,0.0,18.625
2011-06-10,4.458,5.917,1.458,0.0,9.542
2011-06-11,8.0,9.25,1.25,59.0,27.0
2011-06-12,5.625,6.333,0.708,0.0,24.208
2011-06-13,11.75,13.625,1.875,65.0,18.042
2011-06-14,6.042,6.833,0.792,0.0,18.375
2011-06-15,6.609,8.087,1.478,0.0,9.792
2011-06-16,7.375,11.125,3.75,8.0,13.917
2011-06-17,4.583,4.625,0.042,16.0,7.083
2011-06-18,7.792,9.5,1.708,7.0,10.667
2011-06-19,6.5,7.542,1.042,0.0,13.958
2011-06-20,5.042,6.917,1.875,1.0,7.75
2011-06-21,4.833,6.333,1.5,1.0,5.0
2011-06-22,9.565,13.043,3.478,0.0,22.042
2011-06-23,5.667,7.958,2.292,0.0,20.478
2011-06-24,3.75,5.375,1.625,0.0,21.125
2011-06-25,3.833,4.667,0.833,0.0,17.583
2011-06-26,6.875,7.708,0.833,0.0,29.083
2011-06-27,4.0,6.208,2.208,0.0,22.375
2011-06-28,5.458,8.375,2.917,0.0,20.375
2011-06-29,10.478,13.13,2.652,0.0,29.958
2011-06-30,13.0,16.917,3.917,4.0,32.583
2011-07-01,14.333,18.083,3.75,0.0,53.417
2011-07-02,3.625,4.708,1.083,0.0,9.833
2011-07-03,5.917,7.333,1.417,0.0,27.125
2011-07-04,2.625,3.542,0.917,0.0,40.417
2011-07-05,5.417,6.5,1.083,0.0,23.208
2011-07-06,6.522,7.913,1.391,0.0,34.217
2011-07-07,3.792,5.125,1.333,0.0,16.083
2011-07-08,4.833,7.208,2.375,0.0,13.208
2011-07-09,3.417,5.833,2.417,0.0,10.542
2011-07-10,2.125,3.25,1.125,0.0,9.5
2011-07-11,2.875,5.917,3.042,0.0,12.208
2011-07-12,2.083,4.792,2.708,0.0,9.5
2011-07-13,3.0,5.652,2.652,0.0,9.583
2011-07-14,3.167,6.167,3.0,0.0,6.5
2011-07-15,4.292,7.333,3.042,0.0,11.542
2011-07-16,3.292,5.75,2.458,0.0,20.625
2011-07-17,1.5,2.667,1.167,0.0,13.375
2011-07-18,1.917,3.375,1.458,0.0,24.917
2011-07-19,2.25,6.125,3.875,15.0,21.708
2011-07-20,3.0,5.174,2.174,8.0,17.348
2011-07-21,3.583,3.583,0.0,3.0,11.042
2011-07-22,5.75,6.125,0.375,0.0,10.833
2011-07-23,7.625,8.25,0.625,0.0,12.375
2011-07-24,6.333,8.958,2.625,0.0,12.583
2011-07-25,3.75,5.542,1.792,0.0,18.208
2011-07-26,4.75,6.167,1.417,0.0,18.167
2011-07-27,6.304,9.087,2.783,0.0,10.625
2011-07-28,16.625,24.208,7.583,3.0,46.375
2011-07-29,13.875,18.375,4.5,4.0,41.958
2011-07-30,8.083,9.583,1.5,14.0,25.958
2011-07-31,4.042,4.125,0.083,1.0,23.958
2011-08-01,4.333,5.0,0.667,0.0,25.375
2011-08-02,4.792,6.417,1.625,0.0,18.75
2011-08-03,6.0,8.913,2.913,0.0,18.458
2011-08-04,3.125,4.958,1.833,10.0,18.957
2011-08-05,4.167,7.333,3.167,7.0,7.583
2011-08-06,3.542,6.083,2.542,0.0,13.792
2011-08-07,10.957,14.783,3.826,11.0,25.957
2011-08-08,9.708,13.125,3.417,0.0,27.125
2011-08-09,7.625,11.292,3.667,0.0,17.167
2011-08-10,5.826,7.087,1.261,0.0,20.917
2011-08-11,8.042,9.458,1.417,0.0,32.417
2011-08-12,14.208,15.708,1.5,0.0,33.958
2011-08-13,8.625,9.792,1.167,0.0,40.708
2011-08-14,4.917,5.333,0.417,0.0,32.167
2011-08-15,3.708,4.333,0.625,0.0,20.667
2011-08-16,7.792,9.208,1.417,0.0,24.542
2011-08-17,9.087,11.174,2.087,0.0,33.333
2011-08-18,4.917,5.958,1.042,0.0,41.625
2011-08-19,7.125,7.625,0.5,23.0,23.042
2011-08-20,7.833,8.208,0.375,0.0,15.375
2011-08-21,5.708,5.917,0.208,9.0,8.792
2011-08-22,9.417,11.333,1.917,11.0,19.875
2011-08-23,4.542,7.5,2.958,1.0,26.708
2011-08-24,3.174,8.261,5.087,0.0,13.917
2011-08-25,2.875,6.833,3.958,0.0,17.833
2011-08-26,7.0,10.792,3.792,9.0,14.917
2011-08-27,6.625,6.958,0.333,1.0,21.083
2011-08-28,3.917,4.042,0.125,0.0,16.667
2011-08-29,6.167,6.625,0.458,0.0,22.208
2011-08-30,6.708,6.958,0.25,2.0,16.958
2011-08-31,9.0,14.304,5.304,1.0,23.0
2011-09-01,2.125,4.792,2.667,11.0,19.583
2011-09-02,2.125,5.167,3.042,5.0,20.875
2011-09-03,0.875,2.458,1.583,0.0,32.875
2011-09-04,1.667,3.083,1.417,0.0,19.458
2011-09-05,5.333,9.417,4.083,0.0,15.625
2011-09-06,11.208,13.208,2.0,2.0,11.458
2011-09-07,13.13,15.0,1.87,0.0,19.542
2011-09-08,9.167,12.708,3.542,0.0,19.75
2011-09-09,4.667,7.833,3.167,0.0,13.417
2011-09-10,4.167,7.667,3.5,0.0,21.792
2011-09-11,4.0,6.417,2.417,0.0,9.833
2011-09-12,5.208,16.208,11.0,0.0,10.917
2011-09-13,3.917,7.583,3.667,0.0,13.292
2011-09-14,6.174,10.87,4.696,0.0,13.375
2011-09-15,4.458,11.833,7.375,0.0,10.042
2011-09-16,4.333,10.917,6.583,0.0,17.875
2011-09-17,2.417,6.0,3.583,2.0,9.5
2011-09-18,2.583,5.583,3.0,0.0,14.25
2011-09-19,6.083,10.208,4.125,0.0,22.958
2011-09-20,10.042,12.167,2.125,77.0,18.917
2011-09-21,5.174,7.304,2.13,94.0,16.333
2011-09-22,6.0,7.5,1.5,2.0,8.875
2011-09-23,10.042,12.083,2.042,0.0,14.417
2011-09-24,9.75,15.458,5.708,0.0,15.375
2011-09-25,2.875,2.917,0.042,0.0,8.583
2011-09-26,12.125,12.625,0.5,3.0,12.917
2011-09-27,11.792,13.125,1.333,4.0,14.375
2011-09-28,7.957,8.348,0.391,0.0,12.0
2011-09-29,10.667,13.0,2.333,0.0,16.125
2011-09-30,6.875,8.25,1.375,0.0,24.417
2011-10-01,6.458,7.042,0.583,0.0,19.917
2011-10-02,4.0,4.125,0.125,0.0,10.25
2011-10-03,13.5,16.0,2.5,0.0,14.667
2011-10-04,9.333,10.875,1.542,0.0,10.0
2011-10-05,23.087,31.304,8.217,75.0,17.708
2011-10-06,14.792,17.25,2.458,6.0,10.667
2011-10-07,13.042,14.167,1.125,0.0,15.083
2011-10-08,18.125,25.208,7.083,0.0,24.667
2011-10-09,6.542,7.25,0.708,0.0,28.0
2011-10-10,11.833,13.958,2.125,1.0,38.458
2011-10-11,16.708,25.583,8.875,0.0,50.833
2011-10-12,13.522,16.304,2.783,0.0,33.875
2011-10-13,16.458,23.75,7.292,0.0,42.435
2011-10-14,12.792,24.042,11.25,4.0,52.083
2011-10-15,1.625,2.542,0.917,3.0,14.542
2011-10-16,2.5,3.125,0.625,20.0,12.917
2011-10-17,14.0,20.167,6.167,0.0,31.125
2011-10-18,10.5,11.167,0.667,0.0,19.625
2011-10-19,11.522,12.174,0.652,0.0,12.792
2011-10-20,14.167,15.792,1.625,0.0,14.417
2011-10-21,12.083,12.667,0.583,4.0,13.5
2011-10-22,12.792,18.958,6.167,78.0,11.792
2011-10-23,3.542,4.958,1.417,8.0,7.417
2011-10-24,14.625,19.125,4.5,0.0,38.208
2011-10-25,11.375,14.917,3.542,0.0,22.667
2011-10-26,13.696,15.261,1.565,0.0,6.957
2011-10-27,12.458,14.542,2.083,0.0,15.792
2011-10-28,15.333,19.833,4.5,0.0,20.25
2011-10-29,16.583,22.875,6.292,0.0,25.375
2011-10-30,9.917,10.292,0.375,2.0,22.833
2011-10-31,18.833,25.208,6.375,0.0,31.625
2011-11-01,10.333,14.0,3.667,0.0,15.958
2011-11-02,17.957,37.087,19.13,0.0,28.042
2011-11-03,24.625,36.292,11.667,0.0,61.5
2011-11-04,20.25,31.25,11.0,0.0,64.208
2011-11-05,15.625,24.542,8.917,1.0,42.292
2011-11-06,13.333,16.333,3.0,6.0,51.708
2011-11-07,8.667,11.417,2.75,0.0,10.708
2011-11-08,7.0,7.542,0.542,11.0,7.208
2011-11-09,13.391,15.609,2.217,0.0,19.458
2011-11-10,8.25,8.583,0.333,0.0,9.917
2011-11-11,24.875,29.458,4.583,34.0,17.042
2011-11-12,13.542,16.667,3.125,1.0,12.583
2011-11-13,12.167,14.833,2.667,0.0,28.083
2011-11-14,13.833,19.417,5.583,0.0,35.125
2011-11-15,11.25,13.042,1.792,0.0,17.25
2011-11-16,16.783,20.043,3.261,0.0,4.792
2011-11-17,17.625,22.542,4.917,0.0,14.833
2011-11-18,24.583,41.417,16.833,6.0,29.667
2011-11-19,3.292,4.417,1.125,48.0,20.292
2011-11-20,14.167,18.042,3.875,0.0,9.125
2011-11-21,13.5,16.958,3.458,0.0,5.25
2011-11-22,20.292,34.458,14.167,0.0,11.208
2011-11-23,16.348,24.087,7.739,5.0,21.292
2011-11-24,8.958,10.625,1.667,0.0,10.13
2011-11-25,23.125,37.792,14.667,0.0,7.833
2011-11-26,17.542,21.333,3.792,0.0,18.208
2011-11-27,19.25,25.917,6.667,0.0,44.167
2011-11-28,31.292,85.417,54.125,0.0,79.792
2011-11-29,35.75,89.375,53.625,0.0,69.167
2011-11-30,14.913,37.739,22.826,0.0,41.25
2011-12-01,5.333,5.333,0.0,3.0,6.833
2011-12-02,16.667,18.75,2.083,8.0,10.375
2011-12-03,18.208,24.542,6.333,30.0,23.125
2011-12-04,12.75,14.0,1.25,0.0,2.958
2011-12-05,18.625,31.083,12.458,0.0,5.917
2011-12-06,14.5,15.167,0.667,19.0,13.458
2011-12-07,18.826,28.957,10.13,0.0,20.25
2011-12-08,16.542,30.958,14.417,7.0,26.417
2011-12-09,12.292,16.875,4.583,1.0,9.333
2011-12-10,17.0,30.083,13.083,0.0,15.917
2011-12-11,21.833,38.625,16.792,0.0,27.417
2011-12-12,27.0,59.792,32.792,0.0,31.542
2011-12-13,15.625,25.625,10.0,0.0,15.417
2011-12-14,25.217,41.043,15.826,7.0,24.625
2011-12-15,23.125,53.917,30.792,0.0,31.958
2011-12-16,17.792,27.125,9.333,3.0,13.125
2011-12-17,16.875,32.917,16.042,0.0,9.667
2011-12-18,18.917,28.208,9.292,0.0,19.958
2011-12-19,19.042,33.792,14.75,0.0,14.417
2011-12-20,23.083,32.625,9.542,0.0,10.833
2011-12-21,23.087,48.826,25.739,0.0,23.652
2011-12-22,26.75,85.958,59.208,0.0,65.167
2011-12-23,13.083,16.042,2.958,0.0,5.958
2011-12-24,13.917,17.375,3.458,0.0,7.667
2011-12-25,13.75,16.833,3.083,0.0,7.458
2011-12-26,17.167,24.083,6.917,0.0,5.5
2011-12-27,11.417,12.25,0.833,0.0,4.042
2011-12-28,14.435,17.087,2.652,0.0,9.333
2011-12-29,21.333,32.5,11.167,0.0,24.833
2011-12-30,12.875,13.708,0.833,0.0,5.0
2011-12-31,13.75,16.917,3.167,0.0,15.667
2012-01-01,8.125,9.375,1.25,,5.5
2012-01-02,2.583,2.583,0.0,,23.292
2012-01-03,7.625,7.625,0.0,,5.292
2012-01-04,5.958,5.958,0.0,,3.0
2012-01-05,18.5,22.708,4.208,,39.167
2012-01-06,20.458,25.667,5.208,,51.375
2012-01-07,18.375,23.333,4.958,,24.708
2012-01-08,24.565,49.0,24.435,,33.13
2012-01-09,21.565,30.87,9.304,,22.783
2012-01-10,20.083,27.833,7.75,,11.5
2012-01-11,24.25,35.792,11.542,,16.375
2012-01-12,26.708,44.292,17.583,,26.667
2012-01-13,23.75,31.75,8.0,,43.5
2012-01-14,16.0,16.75,0.75,,18.208
2012-01-15,14.174,15.0,0.826,,8.435
2012-01-16,24.391,36.174,11.783,,24.696
2012-01-17,17.833,30.792,12.958,,12.792
2012-01-18,12.5,14.0,1.5,,3.625
2012-01-19,22.083,36.792,14.708,,14.875
2012-01-20,15.75,19.667,3.917,,10.542
2012-01-21,19.5,29.292,9.792,,16.583
2012-01-22,27.417,42.833,15.417,,36.542
2012-01-23,11.261,11.957,0.696,,5.522
2012-01-24,20.667,25.625,4.958,,16.0
2012-01-25,14.958,19.833,4.875,,13.958
2012-01-26,8.917,10.5,1.583,,4.417
2012-01-27,9.0,11.0,2.0,,4.917
2012-01-28,13.167,15.0,1.833,,8.542
2012-01-29,20.348,25.478,5.13,,7.13
2012-01-30,19.043,30.13,11.087,,14.348
2012-01-31,14.958,18.958,4.0,,14.958
2012-02-01,27.75,49.75,22.0,,31.542
2012-02-02,7.625,8.458,0.833,,22.792
2012-02-03,13.167,14.708,1.542,,13.083
2012-02-04,20.5,28.792,8.292,,22.875
2012-02-05,12.792,14.125,1.333,,13.833
2012-02-06,20.565,22.652,2.087,,12.0
2012-02-07,18.0,25.958,7.958,,22.583
2012-02-08,16.333,18.625,2.292,,12.708
2012-02-09,15.167,16.542,1.375,,11.125
2012-02-10,21.0,25.75,4.75,,23.083
2012-02-11,14.042,17.167,3.125,,12.583
2012-02-12,16.708,18.75,2.042,,23.0
2012-02-13,17.455,21.227,3.773,,19.727
2012-02-14,21.333,30.833,9.5,,14.167
2012-02-15,25.417,44.5,19.083,,25.667
2012-02-16,9.875,10.875,1.0,,6.542
2012-02-17,7.083,8.417,1.333,,6.583
2012-02-18,31.417,55.25,23.833,,36.292
2012-02-19,14.958,16.167,1.208,,11.958
2012-02-20,18.522,22.652,4.13,,12.261
2012-02-21,15.667,17.417,1.75,,5.5
2012-02-22,22.417,30.375,7.958,,13.542
2012-02-23,13.333,14.75,1.417,,17.167
2012-02-24,9.75,11.125,1.375,,9.625
2012-02-25,11.917,12.708,0.792,,5.375
2012-02-26,16.0,20.083,4.083,,12.042
2012-02-27,28.391,38.522,10.13,,33.783
2012-02-28,19.917,32.958,13.042,,26.875
2012-03-01,6.5,8.333,1.833,,19.958
2012-03-02,10.458,10.917,0.458,,16.125
2012-03-03,9.667,10.542,0.875,,10.792
2012-03-04,9.375,10.458,1.083,,11.833
2012-03-05,18.75,26.792,8.042,,20.625
2012-03-06,11.0,13.0,2.0,,25.625
2012-03-07,,,,,35.333
2012-03-08,,,,,39.333
2012-03-09,,,,,42.708
2012-03-10,,,,,53.458
2012-03-11,,,,,12.75
2012-03-12,,,,,19.0
2012-03-13,,,,,37.045
2012-03-14,,,,,13.25
2012-03-15,,,,,13.333
2012-03-16,,,,,20.875
2012-03-17,,,,,33.375
2012-03-18,,,,,35.083
2012-03-19,,,,,55.857
2012-03-20,9.773,10.5,0.727,,31.174
2012-03-21,10.917,12.167,1.25,,7.917
2012-03-22,17.5,20.75,3.25,,15.792
2012-03-23,11.667,12.667,1.0,,20.333
2012-03-24,8.125,8.875,0.75,,25.25
2012-03-25,9.542,9.708,0.167,,22.083
2012-03-26,12.5,13.625,1.125,,8.5
2012-03-27,31.478,39.522,8.043,,37.13
2012-03-28,20.792,30.75,9.958,,54.625
2012-03-29,10.417,14.75,4.333,,38.583
2012-03-30,4.125,4.125,0.0,,17.958
2012-03-31,10.208,10.417,0.208,,22.792
2012-04-01,8.667,9.667,1.0,,16.458
2012-04-02,13.875,18.833,4.958,,11.5
2012-04-03,4.417,6.25,1.833,,16.708
2012-04-04,9.0,11.13,2.13,,9.174
2012-04-05,6.583,7.542,0.958,,38.458
2012-04-06,12.25,14.417,2.167,,19.083
2012-04-07,10.625,12.875,2.25,,12.5
2012-04-08,11.167,12.875,1.708,,10.167
2012-04-09,9.833,11.208,1.375,,30.458
2012-04-10,11.708,15.708,4.0,,40.0
2012-04-11,7.609,9.304,1.696,,28.043
2012-04-12,14.261,17.043,2.783,,19.826
2012-04-13,18.375,21.958,3.583,,32.375
2012-04-14,11.042,11.25,0.208,,18.083
2012-04-15,6.125,6.208,0.083,,19.25
2012-04-16,11.5,14.25,2.75,,18.458
2012-04-17,15.375,23.333,7.958,,20.083
2012-04-18,11.217,17.043,5.826,,15.565
2012-04-19,5.25,5.583,0.333,,13.417
2012-04-20,4.5,4.958,0.458,,9.083
2012-04-21,3.708,3.75,0.042,,9.542
2012-04-22,8.708,9.0,0.292,,27.625
2012-04-23,9.625,12.25,2.625,,10.0
2012-04-24,12.542,14.5,1.958,,34.667
2012-04-25,9.217,11.304,2.087,,24.913
2012-04-26,5.75,7.125,1.375,,27.792
2012-04-27,16.5,18.75,2.25,,18.375
2012-04-28,5.667,6.125,0.458,,18.917
2012-04-29,8.167,8.917,0.75,,32.75
2012-04-30,6.083,7.417,1.333,,8.667
2012-05-01,4.75,5.833,1.083,,22.208
2012-05-02,3.217,3.87,0.652,,17.913
2012-05-03,13.708,16.0,2.292,,14.375
2012-05-04,12.083,13.833,1.75,,23.583
2012-05-05,9.083,10.375,1.292,,9.708
2012-05-06,5.958,6.542,0.583,,28.042
2012-05-07,13.5,16.125,2.625,,20.875
2012-05-08,17.208,20.458,3.25,,33.792
2012-05-09,26.913,30.174,3.261,,70.696
2012-05-10,13.087,13.957,0.87,,25.87
2012-05-11,10.542,11.125,0.583,,5.958
2012-05-12,9.708,10.042,0.333,,4.792
2012-05-13,11.208,12.292,1.083,,14.25
2012-05-14,9.208,11.667,2.458,,15.25
2012-05-15,8.042,10.0,1.958,,9.208
2012-05-16,13.565,16.913,3.348,,21.957
2012-05-17,7.792,9.5,1.708,,26.875
2012-05-18,13.042,13.833,0.792,,22.333
2012-05-19,11.667,13.792,2.125,,23.875
2012-05-20,5.292,5.708,0.417,,16.708
2012-05-21,5.667,6.208,0.542,,20.542
2012-05-22,9.792,10.042,0.25,,11.25
2012-05-23,9.913,11.174,1.261,,8.0
2012-05-24,8.292,10.25,1.958,,21.833
2012-05-25,10.917,12.792,1.875,,29.25
2012-05-26,10.042,10.792,0.75,,27.5
2012-05-27,4.667,5.458,0.792,,19.667
2012-05-28,4.167,5.417,1.25,,14.083
2012-05-29,4.208,5.417,1.208,,17.833
2012-05-30,9.87,11.391,1.522,,16.478
2012-05-31,6.625,7.917,1.292,,18.25
2012-06-01,11.958,14.25,2.292,,20.625
2012-06-02,13.75,15.792,2.042,,33.375
2012-06-03,2.958,3.042,0.083,,26.667
2012-06-04,6.833,9.875,3.042,,16.417
2012-06-05,6.0,7.917,1.917,,12.792
2012-06-06,4.435,4.435,0.0,,6.0
2012-06-07,6.167,8.875,2.708,,8.292
2012-06-08,5.13,6.174,1.043,,23.478
2012-06-09,4.833,5.458,0.625,,6.958
2012-06-10,7.042,7.833,0.792,,7.625
2012-06-11,5.708,6.375,0.667,,7.25
2012-06-12,6.583,6.708,0.125,,10.292
2012-06-13,5.0,5.0,0.0,,8.261
2012-06-14,6.792,7.208,0.417,,10.208
2012-06-15,7.208,8.542,1.333,,14.542
2012-06-16,5.125,7.5,2.375,,8.042
2012-06-17,7.458,8.875,1.417,,13.625
2012-06-18,6.417,8.792,2.375,,17.5
2012-06-19,3.833,5.75,1.917,,21.833
2012-06-20,1.913,2.957,1.043,,21.783
2012-06-21,7.458,9.167,1.708,,18.208
2012-06-22,7.875,9.833,1.958,,8.0
2012-06-23,5.25,6.958,1.708,,9.125
2012-06-24,3.208,3.583,0.375,,10.875
2012-06-25,3.625,4.083,0.458,,10.042
2012-06-26,3.417,3.792,0.375,,10.458
2012-06-27,6.957,8.391,1.435,,13.0
2012-06-28,5.792,9.917,4.125,,6.375
2012-06-29,4.375,4.792,0.417,,6.75
2012-06-30,5.667,6.958,1.292,,10.125
2012-07-01,6.583,7.667,1.083,,17.25
2012-07-02,9.583,11.375,1.792,,6.875
2012-07-03,7.167,10.0,2.833,,13.292
2012-07-04,10.864,11.955,1.091,,16.409
2012-07-05,13.0,15.792,2.792,,35.5
2012-07-06,14.25,15.792,1.542,,62.083
2012-07-07,11.542,14.417,2.875,,27.042
2012-07-08,4.25,4.583,0.333,,9.917
2012-07-09,4.75,7.042,2.292,,11.917
2012-07-10,6.167,9.083,2.917,,16.708
2012-07-11,3.087,5.174,2.087,,11.522
2012-07-12,0.708,1.833,1.125,,9.583
2012-07-13,1.792,2.875,1.083,,15.458
2012-07-14,1.625,2.625,1.0,,25.667
2012-07-15,0.917,1.375,0.458,,11.917
2012-07-16,1.125,1.917,0.792,,11.75
2012-07-17,3.042,5.208,2.167,,13.958
2012-07-18,11.435,16.652,5.217,,33.913
2012-07-19,9.958,15.958,6.0,,23.375
2012-07-20,3.583,3.833,0.25,,16.792
2012-07-21,9.292,10.375,1.083,,14.792
2012-07-22,4.958,5.458,0.5,,15.75
2012-07-23,5.375,7.125,1.75,,13.0
2012-07-24,15.125,18.417,3.292,,34.167
